ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
ZMDZ,medium_airport,Dalanzadgad Airport,4787,AS,MN,MN-055,"Dalanzadgad, Ömnögovi",ZMDZ,DLZ,,"43.608628, 104.367734"
KDMA,medium_airport,Davis Monthan Air Force Base,2704,NA,US,US-AZ,Tucson,KDMA,DMA,DMA,"32.1665000916, -110.883003235"
UADD,medium_airport,Taraz Airport,2184,AS,KZ,KZ-ZHA,Taraz,UADD,DMB,,"42.853599548339844, 71.30359649658203"
YDMG,small_airport,Doomadgee Airport,153,OC,AU,AU-QLD,,YDMG,DMD,,"-17.9403, 138.822006"
UUDD,large_airport,Domodedovo International Airport,588,EU,RU,RU-MOS,Moscow,UUDD,DME,,"55.40879821777344, 37.90629959106445"
VTBD,large_airport,Don Mueang International Airport,9,AS,TH,TH-10,Bangkok,VTBD,DMK,,"13.9125995636, 100.607002258"
OEDF,large_airport,King Fahd International Airport,72,AS,SA,SA-04,Ad Dammam,OEDF,DMM,,"26.471200942993164, 49.79790115356445"
KDMN,medium_airport,Deming Municipal Airport,4314,NA,US,US-NM,Deming,KDMN,DMN,DMN,"32.262298584, -107.721000671"
KDMO,small_airport,Sedalia Memorial Airport,909,NA,US,US-MO,Sedalia,KDMO,DMO,DMO,"38.70740127559999, -93.17590332030001"
SWDM,small_airport,Diamantino Airport,1476,SA,BR,BR-MT,Diamantino,SWDM,DMT,SWDM,"-14.376899719238281, -56.40039825439453"
VEMR,medium_airport,Dimapur Airport,487,AS,IN,IN-NL,Dimapur,VEMR,DMU,,"25.883899688699998, 93.77110290530001"
RODN,large_airport,Kadena Air Base,143,AS,JP,JP-47,,RODN,DNA,,"26.351667, 127.769444"
YDBR,small_airport,Dunbar Airport,15,OC,AU,AU-QLD,Maramie,YDBR,DNB,,"-16.047203, 142.393915"
EGPN,medium_airport,Dundee Airport,17,EU,GB,GB-SCT,Dundee,EGPN,DND,,"56.45249938964844, -3.025830030441284"
LY-DNF,small_airport,Martuba Air Base,1235,AF,LY,LY-DR,Martuba,,DNF,,"32.542, 22.745001"
YDGN,small_airport,Doongan Airport,,OC,AU,AU-WA,Drysdale River,YDGN,DNG,,"-15.386429, 126.302235"
ZLDH,medium_airport,Dunhuang Mogao International Airport,,AS,CN,CN-62,Dunhuang,ZLDH,DNH,,"40.161098, 94.809196"
UKDD,medium_airport,Dnipro International Airport,481,EU,UA,UA-12,Dnipro,UKDD,DNK,,"48.357201, 35.100601"
KDNL,medium_airport,Daniel Field,423,NA,US,US-GA,Augusta,KDNL,DNL,DNL,"33.4664993286, -82.0393981934"
KDNN,small_airport,Dalton Municipal Airport,709,NA,US,US-GA,Dalton,KDNN,DNN,DNN,"34.72290039, -84.87020111"
SWDN,small_airport,Dianópolis Airport,2001,SA,BR,BR-TO,Dianópolis,SWDN,DNO,,"-11.5953998566, -46.846698761"
VNDG,small_airport,Tulsipur Airport,2100,AS,NP,NP-P5,Dang,VNDG,DNP,,"28.111099243164062, 82.29419708251953"
YDLQ,medium_airport,Deniliquin Airport,316,OC,AU,AU-NSW,Deniliquin,YDLQ,DNQ,,"-35.5593986511, 144.945999146"
LFRD,medium_airport,Dinard-Pleurtuit-Saint-Malo Airport,219,EU,FR,FR-BRE,Dinard/Pleurtuit/Saint-Malo,LFRD,DNR,,"48.58769989013672, -2.0799601078033447"
KDNS,small_airport,Denison Municipal Airport,1274,NA,US,US-IA,Denison,KDNS,DNS,DNS,"41.9864006, -95.38069916"
AYDN,small_airport,Dinangat Airport,5309,OC,PG,PG-MPL,Dinangat,AYDN,DNU,DIN,"-6.1546, 146.6772"
KDNV,small_airport,Vermilion Regional Airport,697,NA,US,US-IL,Danville,KDNV,DNV,DNV,"40.199124, -87.59663"
HSGG,small_airport,Galegu Airport,1640,AF,SD,SD-25,Dinder,HSGG,DNX,,"12.532999992370605, 35.06700134277344"
LTAY,medium_airport,Çardak Airport,2795,AS,TR,TR-20,Denizli,LTAY,DNZ,,"37.7855987549, 29.7012996674"
MG-DOA,small_airport,Doany Airport,,AF,MG,MG-D,Doany,,DOA,,"-14.3681001663208, 49.510799407958984"
WAPD,small_airport,Rar Gwamar Airport,61,AS,ID,ID-MA,Dobo-Warmar Island,WAPD,DOB,,"-5.7722201347399995, 134.212005615"
GB-DOC,small_airport,Dornoch Airfield,1,EU,GB,GB-SCT,"Dornoch, Sunderland",,DOC,,"57.868999, -4.023"
HTDO,medium_airport,Dodoma Airport,3673,AF,TZ,TZ-03,Dodoma,HTDO,DOD,,"-6.17044, 35.752602"
GY-DOE,small_airport,Djumu-Djomoe Airport,290,SA,SR,SR-SI,Djumu-Djomoe,SMDJ,DOE,,"4.00571261057, -55.4816436768"
